20140903 ;42;52;39;20;92;50;69;54;59;99;61;44;01;19;11;34;12;98;59;28;11;12;44;37;20;93;33;
20140904 ;90;02;29;53;52;98;37;71;24;54;14;49;47;60;04;97;79;11;62;72;69;75;48;34;83;14;20; 
20140905 ;97;33;76;74;44;66;46;61;40;06;65;96;44;31;31;77;46;48;30;05;69;98;51;73;76;58;20; 
20140906 ;10;46;29;86;86;24;98;58;54;25;45;69;78;71;38;82;74;77;19;77;95;80;03;92;95;78;29;
20140907 ;04;27;18;56;30;50;36;92;54;68;70;39;41;58;48;28;70;38;89;37;85;95;41;75;65;49;43;
20140908 ;21;76;90;21;61;19;11;51;36;72;75;64;46;32;20;61;76;55;33;61;48;89;13;88;99;46;61; 
20140909 ;77;77;62;47;05;54;39;31;20;09;08;29;61;38;30;94;69;43;39;14;26;06;54;70;92;95;62; 
20140910 ;90;52;22;35;73;19;04;62;62;50;64;86;65;73;22;27;98;40;19;87;70;47;31;43;32;06;61; 
20140911 ;87;43;75;05;96;86;75;42;06;44;78;94;27;33;18;75;36;85;09;66;92;03;42;60;21;28;70; 
20140912 ;32;51;82;76;04;90;27;95;72;48;20;23;92;80;73;00;10;65;71;79;58;33;99;99;47;29;06; 
20140913 ;52;07;47;66;84;86;04;11;52;58;75;94;43;80;80;35;36;82;14;81;24;18;42;59;02;69;44; 
20140914 ;36;42;23;40;90;47;36;34;67;60;83;56;91;35;80;20;59;59;90;06;48;37;79;40;58;36;34;
20140915 ;45;94;90;56;03;52;04;13;74;54;44;34;07;21;86;42;44;62;37;08;07;07;09;33;14;63;43; 
20140916 ;51;24;46;14;65;56;89;03;46;61;29;57;36;89;31;20;51;71;27;35;19;78;97;29;95;23;27;
20140917 ;89;96;49;51;30;42;02;93;74;39;21;84;68;96;06;02;10;48;75;66;63;20;52;06;72;48;70; 
20140918 ;22;10;73;63;10;32;76;83;86;85;87;49;43;92;27;72;70;56;95;53;40;18;00;33;04;48;31;
20140919 ;04;75;90;81;48;38;93;29;45;10;10;20;39;16;40;63;79;26;70;64;06;64;10;87;66;50;16; 
20140920 ;15;52;99;22;49;10;43;56;22;70;78;43;75;68;23;23;26;77;74;42;03;65;47;14;09;56;76;
20140921 ;43;71;75;80;51;42;38;25;81;65;34;57;32;15;17;88;37;42;16;66;26;55;39;38;91;14;85;
20140922 ;34;29;52;89;66;21;21;18;73;29;31;96;85;16;08;57;41;96;31;35;21;85;06;30;99;90;36;
20140923 ;20;29;21;86;94;79;82;76;89;36;34;51;56;58;53;48;01;71;44;40;07;30;89;73;21;56;99; 
20140924 ;35;45;38;99;83;13;19;01;88;89;50;51;39;78;64;53;17;07;83;97;57;22;33;85;69;73;02;
20140925 ;93;40;15;58;10;02;37;35;08;42;10;48;80;39;06;58;83;12;73;79;28;07;81;87;93;47;68;
20140926 ;11;49;96;94;18;23;23;81;52;75;22;70;19;74;11;93;57;23;78;06;18;72;29;48;28;39;07; 
20140927 ;86;18;49;54;52;11;51;99;04;93;34;20;12;25;90;29;27;26;47;97;07;94;76;14;65;09;43;
20140928 ;24;21;64;09;86;71;18;71;31;70;13;01;82;96;14;10;59;39;81;65;55;21;41;55;87;89;11;
20140929 ;01;37;12;71;90;47;37;15;12;90;20;24;80;56;57;03;26;76;59;66;73;63;36;19;28;98;13;
20140930 ;00;77;66;39;34;51;51;50;59;57;84;02;35;26;52;03;18;03;90;53;52;40;73;98;93;86;85; 
20141001 ;96;41;90;47;89;69;99;79;27;62;21;29;73;12;60;06;14;64;68;57;05;03;52;45;78;09;61;
20141002 ;97;10;21;74;42;28;90;12;37;70;50;21;98;33;19;09;25;89;46;91;47;18;74;13;89;63;44;
20141003 ;91;16;09;71;29;45;98;40;35;36;07;89;73;41;78;40;47;95;54;08;94;25;07;28;50;36;14; 
